,accuracy,precision,recall,f1_score, Macro ROC AUC OvR, Weighted ROC AUC OvR, Type
0,0.9904961340206185,0.9906293546203983,0.9904961340206185,0.9905000732315924, 0.990145809232359,  0.9904249504607242, Testing data
0,0.9902245884037223,0.9904403158420796,0.9902245884037223,0.9902412848806522, 0.99074817499256535, 0.9909822657067387, Training data
